# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	14498	15262	-							BEI_RS00060	765		old_locus_tag=BEI_0011
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	14498	15262	-	WP_097787591.1	WP_097787591.1		glycosyltransferase family 2 protein			BEI_RS00060	765	254	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	15359	16399	+							BEI_RS00065	1041		old_locus_tag=BEI_0012
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	15359	16399	+	WP_097787592.1	WP_097787592.1		glycosyltransferase family 4 protein			BEI_RS00065	1041	346	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	16399	17391	+							BEI_RS00070	993		old_locus_tag=BEI_0013
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	16399	17391	+	WP_097787593.1	WP_097787593.1		lipopolysaccharide A protein			BEI_RS00070	993	330	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	17399	18124	-							BEI_RS00075	726		old_locus_tag=BEI_0014
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	17399	18124	-	WP_097787594.1	WP_097787594.1		3-deoxy-D-manno-octulosonic acid kinase			BEI_RS00075	726	241	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	18123	19220	+							BEI_RS00080	1098		old_locus_tag=BEI_0015
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	18123	19220	+	WP_097787595.1	WP_097787595.1		glycosyltransferase family 9 protein			BEI_RS00080	1098	365	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	19210	20640	+					hldE		BEI_RS00085	1431		old_locus_tag=BEI_0016
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	19210	20640	+	WP_097787596.1	WP_097787596.1		bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	hldE		BEI_RS00085	1431	476	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	20640	21938	+					waaA		BEI_RS00090	1299		old_locus_tag=BEI_0017
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	20640	21938	+	WP_097787597.1	WP_097787597.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA		BEI_RS00090	1299	432	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	21952	22629	-					rpiA		BEI_RS00095	678		old_locus_tag=BEI_0018
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	21952	22629	-	WP_097790942.1	WP_097790942.1		ribose-5-phosphate isomerase RpiA	rpiA		BEI_RS00095	678	225	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	22870	24447	+					ilvA		BEI_RS00100	1578		old_locus_tag=BEI_0020
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	22870	24447	+	WP_227644729.1	WP_227644729.1		threonine ammonia-lyase, biosynthetic	ilvA		BEI_RS00100	1578	525	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	24840	25472	-							BEI_RS00105	633		old_locus_tag=BEI_0022
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	24840	25472	-	WP_097787599.1	WP_097787599.1		5-formyltetrahydrofolate cyclo-ligase			BEI_RS00105	633	210	
gene	ncRNA	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	25481	25665	-					ssrS		BEI_RS00110	185		
ncRNA	other	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	25481	25665	-				6S RNA	ssrS		BEI_RS00110	185		
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	25711	26010	-							BEI_RS00115	300		old_locus_tag=BEI_0023
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	25711	26010	-	WP_097787600.1	WP_097787600.1		cell division protein ZapA			BEI_RS00115	300	99	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	26165	26752	+							BEI_RS00120	588		old_locus_tag=BEI_0024
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	26165	26752	+	WP_097787601.1	WP_097787601.1		UPF0149 family protein			BEI_RS00120	588	195	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	26820	28157	+							BEI_RS00125	1338		old_locus_tag=BEI_0025
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	26820	28157	+	WP_097787602.1	WP_097787602.1		aminopeptidase P N-terminal domain-containing protein			BEI_RS00125	1338	445	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	28221	29444	+					ubiH		BEI_RS00130	1224		old_locus_tag=BEI_0026
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	28221	29444	+	WP_097787603.1	WP_097787603.1		2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH		BEI_RS00130	1224	407	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	29441	30703	+							BEI_RS00135	1263		old_locus_tag=BEI_0027
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	29441	30703	+	WP_097787604.1	WP_097787604.1		UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase			BEI_RS00135	1263	420	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	30827	32155	-							BEI_RS00140	1329		old_locus_tag=BEI_0028
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	30827	32155	-	WP_097787605.1	WP_097787605.1		S41 family peptidase			BEI_RS00140	1329	442	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	32233	33378	-							BEI_RS00145	1146		old_locus_tag=BEI_0029
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	32233	33378	-	WP_227644526.1	WP_227644526.1		peptidoglycan DD-metalloendopeptidase family protein			BEI_RS00145	1146	381	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	33375	34946	-					gpmI		BEI_RS00150	1572		old_locus_tag=BEI_0030
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	33375	34946	-	WP_097787607.1	WP_097787607.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI		BEI_RS00150	1572	523	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	35146	35568	+							BEI_RS00155	423		old_locus_tag=BEI_0031
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	35146	35568	+	WP_097787608.1	WP_097787608.1		rhodanese-like domain-containing protein			BEI_RS00155	423	140	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	35611	36129	+					secB		BEI_RS00160	519		old_locus_tag=BEI_0032
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	35611	36129	+	WP_097787609.1	WP_097787609.1		protein-export chaperone SecB	secB		BEI_RS00160	519	172	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	36373	37104	+							BEI_RS00165	732		old_locus_tag=BEI_0033
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	36373	37104	+	WP_097787610.1	WP_097787610.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			BEI_RS00165	732	243	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	37223	37891	+							BEI_RS00170	669		old_locus_tag=BEI_0034
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	37223	37891	+	WP_097790943.1	WP_097790943.1		RNA-binding protein			BEI_RS00170	669	222	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	37977	38948	+					gshB		BEI_RS00175	972		old_locus_tag=BEI_0035
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	37977	38948	+	WP_097787611.1	WP_097787611.1		glutathione synthase	gshB		BEI_RS00175	972	323	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	38962	39885	+							BEI_RS00180	924		old_locus_tag=BEI_0036
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	38962	39885	+	WP_097787612.1	WP_097787612.1		TonB family protein			BEI_RS00180	924	307	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	39952	40509	+							BEI_RS00185	558		old_locus_tag=BEI_0037
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	39952	40509	+	WP_097787613.1	WP_097787613.1		YqgE/AlgH family protein			BEI_RS00185	558	185	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	40529	40975	+					ruvX		BEI_RS00190	447		old_locus_tag=BEI_0038
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	40529	40975	+	WP_097787614.1	WP_097787614.1		Holliday junction resolvase RuvX	ruvX		BEI_RS00190	447	148	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	41015	42043	-					pyrB		BEI_RS00195	1029		old_locus_tag=BEI_0039
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	41015	42043	-	WP_097787615.1	WP_097787615.1		aspartate carbamoyltransferase	pyrB		BEI_RS00195	1029	342	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	42208	42642	+							BEI_RS00200	435		old_locus_tag=BEI_0040
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	42208	42642	+	WP_097787616.1	WP_097787616.1		hypothetical protein			BEI_RS00200	435	144	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	42650	43870	-							BEI_RS00205	1221		old_locus_tag=BEI_0041
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	42650	43870	-	WP_097787617.1	WP_097787617.1		multidrug effflux MFS transporter			BEI_RS00205	1221	406	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	43959	44603	-					maiA		BEI_RS00210	645		old_locus_tag=BEI_0042
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	43959	44603	-	WP_097787618.1	WP_097787618.1		maleylacetoacetate isomerase	maiA		BEI_RS00210	645	214	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	44614	45633	-							BEI_RS00215	1020		old_locus_tag=BEI_0043
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	44614	45633	-	WP_097787619.1	WP_097787619.1		fumarylacetoacetate hydrolase family protein			BEI_RS00215	1020	339	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	45678	46985	-					hmgA		BEI_RS00220	1308		old_locus_tag=BEI_0044
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	45678	46985	-	WP_097787620.1	WP_097787620.1		homogentisate 1,2-dioxygenase	hmgA		BEI_RS00220	1308	435	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	47097	47558	+							BEI_RS00225	462		old_locus_tag=BEI_0045
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	47097	47558	+	WP_097787621.1	WP_097787621.1		MarR family winged helix-turn-helix transcriptional regulator			BEI_RS00225	462	153	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	47573	48409	-							BEI_RS00230	837		old_locus_tag=BEI_0046
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	47573	48409	-	WP_097787622.1	WP_097787622.1		helix-turn-helix domain-containing protein			BEI_RS00230	837	278	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	48559	49776	+							BEI_RS00235	1218		old_locus_tag=BEI_0047
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	48559	49776	+	WP_097787623.1	WP_097787623.1		alanine racemase			BEI_RS00235	1218	405	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	49810	51156	-							BEI_RS00240	1347		old_locus_tag=BEI_0048
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	49810	51156	-	WP_097787624.1	WP_097787624.1		purine permease			BEI_RS00240	1347	448	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	51209	52564	-							BEI_RS00245	1356		old_locus_tag=BEI_0049
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	51209	52564	-	WP_097787625.1	WP_097787625.1		8-oxoguanine deaminase			BEI_RS00245	1356	451	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	52773	53663	-							BEI_RS00250	891		old_locus_tag=BEI_0050
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	52773	53663	-	WP_097787626.1	WP_097787626.1		DMT family transporter			BEI_RS00250	891	296	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	53776	55026	-					serA		BEI_RS00255	1251		old_locus_tag=BEI_0051
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	53776	55026	-	WP_097787627.1	WP_097787627.1		phosphoglycerate dehydrogenase	serA		BEI_RS00255	1251	416	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	55364	55642	+							BEI_RS00260	279		old_locus_tag=BEI_0052
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	55364	55642	+	WP_097787628.1	WP_097787628.1		exodeoxyribonuclease VII small subunit			BEI_RS00260	279	92	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	55629	56516	+					ispA		BEI_RS00265	888		old_locus_tag=BEI_0053
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	55629	56516	+	WP_097787629.1	WP_097787629.1		(2E,6E)-farnesyl diphosphate synthase	ispA		BEI_RS00265	888	295	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	56563	58515	+					dxs		BEI_RS00270	1953		old_locus_tag=BEI_0054
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	56563	58515	+	WP_097787630.1	WP_097787630.1		1-deoxy-D-xylulose-5-phosphate synthase	dxs		BEI_RS00270	1953	650	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	58509	59270	+					djlA		BEI_RS00275	762		old_locus_tag=BEI_0055
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	58509	59270	+	WP_097787631.1	WP_097787631.1		co-chaperone DjlA	djlA		BEI_RS00275	762	253	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	59534	61087	+							BEI_RS00280	1554		old_locus_tag=BEI_0056
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	59534	61087	+	WP_097787632.1	WP_097787632.1		Na+/H+ antiporter NhaC family protein			BEI_RS00280	1554	517	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	61227	61901	-							BEI_RS00285	675		old_locus_tag=BEI_0057
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	61227	61901	-	WP_097787633.1	WP_097787633.1		hemolysin III family protein			BEI_RS00285	675	224	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	61959	62594	-					ribA		BEI_RS00290	636		old_locus_tag=BEI_0058
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	61959	62594	-	WP_097787634.1	WP_097787634.1		GTP cyclohydrolase II	ribA		BEI_RS00290	636	211	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	62736	63812	+					hemE		BEI_RS00295	1077		old_locus_tag=BEI_0059
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	62736	63812	+	WP_097787635.1	WP_097787635.1		uroporphyrinogen decarboxylase	hemE		BEI_RS00295	1077	358	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	63805	64185	+							BEI_RS00300	381		old_locus_tag=BEI_0060
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	63805	64185	+	WP_097787636.1	WP_097787636.1		hypothetical protein			BEI_RS00300	381	126	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	64420	65283	+					speE		BEI_RS00305	864		old_locus_tag=BEI_0061
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	64420	65283	+	WP_097787637.1	WP_097787637.1		polyamine aminopropyltransferase	speE		BEI_RS00305	864	287	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	65341	65829	-							BEI_RS00310	489		old_locus_tag=BEI_0062
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	65341	65829	-	WP_097787638.1	WP_097787638.1		hypothetical protein			BEI_RS00310	489	162	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	66047	66475	+							BEI_RS00315	429		old_locus_tag=BEI_0063
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	66047	66475	+	WP_097787639.1	WP_097787639.1		host attachment protein			BEI_RS00315	429	142	
gene	pseudogene	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	66721	68847	+							BEI_RS00320	2127		pseudo;old_locus_tag=BEI_0065
CDS	without_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	66721	68847	+				methyl-accepting chemotaxis protein			BEI_RS00320	2127		pseudo
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	68853	69779	-							BEI_RS00325	927		old_locus_tag=BEI_0066
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	68853	69779	-	WP_097787640.1	WP_097787640.1		LysR family transcriptional regulator			BEI_RS00325	927	308	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	69922	70698	+							BEI_RS00330	777		old_locus_tag=BEI_0067
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	69922	70698	+	WP_097787641.1	WP_097787641.1		ferredoxin--NADP reductase			BEI_RS00330	777	258	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	70881	71660	+							BEI_RS00335	780		old_locus_tag=BEI_0068
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	70881	71660	+	WP_227644527.1	WP_227644527.1		GntR family transcriptional regulator			BEI_RS00335	780	259	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	71920	72237	+					nirD		BEI_RS00340	318		old_locus_tag=BEI_0069
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	71920	72237	+	WP_097787642.1	WP_097787642.1		nitrite reductase small subunit NirD	nirD		BEI_RS00340	318	105	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	72241	72546	+							BEI_RS00345	306		old_locus_tag=BEI_0070
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	72241	72546	+	WP_097787643.1	WP_097787643.1		hypothetical protein			BEI_RS00345	306	101	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	72590	73621	+							BEI_RS00350	1032		old_locus_tag=BEI_0071
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	72590	73621	+	WP_097787644.1	WP_097787644.1		aromatic ring-hydroxylating dioxygenase subunit alpha			BEI_RS00350	1032	343	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	73623	74378	+							BEI_RS00355	756		old_locus_tag=BEI_0072
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	73623	74378	+	WP_097787645.1	WP_097787645.1		SDR family oxidoreductase			BEI_RS00355	756	251	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	74391	75596	+							BEI_RS00360	1206		old_locus_tag=BEI_0073
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	74391	75596	+	WP_097787646.1	WP_097787646.1		FAD-dependent oxidoreductase			BEI_RS00360	1206	401	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	75894	77021	+							BEI_RS00365	1128		old_locus_tag=BEI_0074
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	75894	77021	+	WP_097787647.1	WP_097787647.1		FAD-dependent monooxygenase			BEI_RS00365	1128	375	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	77088	78065	+					dctP		BEI_RS00370	978		old_locus_tag=BEI_0075
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	77088	78065	+	WP_193765133.1	WP_193765133.1		TRAP transporter substrate-binding protein DctP	dctP		BEI_RS00370	978	325	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	78133	78645	+							BEI_RS00375	513		old_locus_tag=BEI_0076
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	78133	78645	+	WP_097787649.1	WP_097787649.1		TRAP transporter small permease			BEI_RS00375	513	170	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	78693	80009	+							BEI_RS00380	1317		old_locus_tag=BEI_0077
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	78693	80009	+	WP_097787650.1	WP_097787650.1		TRAP transporter large permease			BEI_RS00380	1317	438	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	80082	80453	+							BEI_RS19190	372		old_locus_tag=BEI_0078
CDS	with_protein	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	80082	80453	+	WP_227644528.1	WP_227644528.1		sulfatase-like hydrolase/transferase			BEI_RS19190	372	123	
gene	protein_coding	GCF_002549795.1	Primary Assembly	chromosome		NZ_CP021435.1	80645	80959	+							BEI_RS19195	315		old_locus_tag=BEI_0079
