# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	61923	62471	+	WP_066452138.1	WP_066452138.1		gamma carbonic anhydrase family protein			LOKO_RS00290	549	182	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	62567	63238	+							LOKO_RS00295	672		old_locus_tag=LOKO_00060
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	62567	63238	+	WP_066443500.1	WP_066443500.1		metal-dependent hydrolase			LOKO_RS00295	672	223	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	63214	64596	-							LOKO_RS00300	1383		old_locus_tag=LOKO_00061
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	63214	64596	-	WP_066443501.1	WP_066443501.1		sigma-54 dependent transcriptional regulator			LOKO_RS00300	1383	460	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	64589	66514	-							LOKO_RS00305	1926		old_locus_tag=LOKO_00062
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	64589	66514	-	WP_066443504.1	WP_066443504.1		ATP-binding protein			LOKO_RS00305	1926	641	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	66527	67300	-							LOKO_RS00310	774		old_locus_tag=LOKO_00063
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	66527	67300	-	WP_066443507.1	WP_066443507.1		GntR family transcriptional regulator			LOKO_RS00310	774	257	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	67675	68430	+							LOKO_RS00315	756		old_locus_tag=LOKO_00064
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	67675	68430	+	WP_066443510.1	WP_066443510.1		(Fe-S)-binding protein			LOKO_RS00315	756	251	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	68427	69857	+							LOKO_RS00320	1431		old_locus_tag=LOKO_00065
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	68427	69857	+	WP_066443512.1	WP_066443512.1		LutB/LldF family L-lactate oxidation iron-sulfur protein			LOKO_RS00320	1431	476	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	69854	70522	+							LOKO_RS00325	669		old_locus_tag=LOKO_00066
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	69854	70522	+	WP_066443515.1	WP_066443515.1		lactate utilization protein C			LOKO_RS00325	669	222	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	70519	73392	+							LOKO_RS00330	2874		old_locus_tag=LOKO_00067
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	70519	73392	+	WP_083517351.1	WP_083517351.1		FAD-binding oxidoreductase			LOKO_RS00330	2874	957	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	73709	74005	+							LOKO_RS00335	297		
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	73709	74005	+	WP_066443518.1	WP_066443518.1		hypothetical protein			LOKO_RS00335	297	98	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	74002	74523	-							LOKO_RS00340	522		old_locus_tag=LOKO_00068
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	74002	74523	-	WP_066443521.1	WP_066443521.1		FxsA family protein			LOKO_RS00340	522	173	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	74755	75516	+							LOKO_RS00345	762		old_locus_tag=LOKO_00069
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	74755	75516	+	WP_066443524.1	WP_066443524.1		SDR family oxidoreductase			LOKO_RS00345	762	253	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	75606	75884	-							LOKO_RS00350	279		old_locus_tag=LOKO_00070
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	75606	75884	-	WP_066443527.1	WP_066443527.1		ComEA family DNA-binding protein			LOKO_RS00350	279	92	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	76129	76470	-							LOKO_RS00355	342		old_locus_tag=LOKO_00071
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	76129	76470	-	WP_066443530.1	WP_066443530.1		4a-hydroxytetrahydrobiopterin dehydratase			LOKO_RS00355	342	113	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	76506	77336	-					phhA		LOKO_RS00360	831		old_locus_tag=LOKO_00072
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	76506	77336	-	WP_066443536.1	WP_066443536.1		phenylalanine 4-monooxygenase	phhA		LOKO_RS00360	831	276	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	77658	79217	+							LOKO_RS00365	1560		old_locus_tag=LOKO_00073
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	77658	79217	+	WP_066443539.1	WP_066443539.1		sigma-54-dependent transcriptional regulator			LOKO_RS00365	1560	519	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	79233	81218	-							LOKO_RS00370	1986		old_locus_tag=LOKO_00074
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	79233	81218	-	WP_066443542.1	WP_066443542.1		RecQ family ATP-dependent DNA helicase			LOKO_RS00370	1986	661	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	81497	85177	+							LOKO_RS00375	3681		old_locus_tag=LOKO_00075
CDS	with_protein	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	81497	85177	+	WP_066443550.1	WP_066443550.1		ATP-binding protein			LOKO_RS00375	3681	1226	
gene	protein_coding	GCF_001545155.1	Primary Assembly	chromosome		NZ_CP014226.1	85174	85830	+							LOKO_RS00380	657		old_locus_tag=LOKO_00076
