# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	9857	11146	-	WP_162301207.1	WP_162301207.1		glycosyltransferase			HELO_RS00040	1290	429	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	11276	13342	-					glyS		HELO_RS00045	2067		old_locus_tag=HELO_1009
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	11276	13342	-	WP_041602293.1	WP_041602293.1		glycine--tRNA ligase subunit beta	glyS		HELO_RS00045	2067	688	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	13345	14307	-					glyQ		HELO_RS00050	963		old_locus_tag=HELO_1010
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	13345	14307	-	WP_041601814.1	WP_041601814.1		glycine--tRNA ligase subunit alpha	glyQ		HELO_RS00050	963	320	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	14403	15359	+					rfaD		HELO_RS00055	957		old_locus_tag=HELO_1011
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	14403	15359	+	WP_013330769.1	WP_013330769.1		ADP-glyceromanno-heptose 6-epimerase	rfaD		HELO_RS00055	957	318	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	15352	16368	+					waaF		HELO_RS00060	1017		old_locus_tag=HELO_1012
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	15352	16368	+	WP_013330770.1	WP_013330770.1		lipopolysaccharide heptosyltransferase II	waaF		HELO_RS00060	1017	338	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	16400	18061	-							HELO_RS00065	1662		old_locus_tag=HELO_1013
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	16400	18061	-	WP_041602294.1	WP_041602294.1		sulfatase-like hydrolase/transferase			HELO_RS00065	1662	553	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	18054	18821	-							HELO_RS00070	768		old_locus_tag=HELO_1014
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	18054	18821	-	WP_013330772.1	WP_013330772.1		glycosyltransferase family 2 protein			HELO_RS00070	768	255	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	18818	19903	-							HELO_RS00075	1086		old_locus_tag=HELO_1015
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	18818	19903	-	WP_013330773.1	WP_013330773.1		glycosyltransferase family 9 protein			HELO_RS00075	1086	361	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	19943	21085	+							HELO_RS00080	1143		old_locus_tag=HELO_1016
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	19943	21085	+	WP_232519607.1	WP_232519607.1		glycosyltransferase family 4 protein			HELO_RS00080	1143	380	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	21061	21771	-							HELO_RS00085	711		old_locus_tag=HELO_1016A
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	21061	21771	-	WP_041601815.1	WP_041601815.1		3-deoxy-D-manno-octulosonic acid kinase			HELO_RS00085	711	236	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	21770	22867	+							HELO_RS00090	1098		old_locus_tag=HELO_1017
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	21770	22867	+	WP_041601816.1	WP_041601816.1		glycosyltransferase family 9 protein			HELO_RS00090	1098	365	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	22857	24287	+					hldE		HELO_RS00095	1431		old_locus_tag=HELO_1018
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	22857	24287	+	WP_013330776.1	WP_013330776.1		bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE	hldE		HELO_RS00095	1431	476	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	24287	25582	+					waaA		HELO_RS00100	1296		old_locus_tag=HELO_1019
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	24287	25582	+	WP_013330777.1	WP_013330777.1		lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	waaA		HELO_RS00100	1296	431	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	25595	26269	-					rpiA		HELO_RS00105	675		old_locus_tag=HELO_1020
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	25595	26269	-	WP_013330778.1	WP_013330778.1		ribose-5-phosphate isomerase RpiA	rpiA		HELO_RS00105	675	224	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	26464	27978	+					ilvA		HELO_RS00110	1515		old_locus_tag=HELO_1021
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	26464	27978	+	WP_013330779.1	WP_013330779.1		threonine ammonia-lyase, biosynthetic	ilvA		HELO_RS00110	1515	504	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	28442	29062	-							HELO_RS00115	621		old_locus_tag=HELO_1022
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	28442	29062	-	WP_013330780.1	WP_013330780.1		5-formyltetrahydrofolate cyclo-ligase			HELO_RS00115	621	206	
gene	ncRNA	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	29071	29255	-					ssrS		HELO_RS00120	185		
ncRNA	other	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	29071	29255	-				6S RNA	ssrS		HELO_RS00120	185		
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	29304	29603	-							HELO_RS00125	300		old_locus_tag=HELO_1023
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	29304	29603	-	WP_013330781.1	WP_013330781.1		cell division protein ZapA			HELO_RS00125	300	99	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	29736	30317	+							HELO_RS00130	582		old_locus_tag=HELO_1024
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	29736	30317	+	WP_013330782.1	WP_013330782.1		UPF0149 family protein			HELO_RS00130	582	193	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	30352	31692	+							HELO_RS00135	1341		old_locus_tag=HELO_1025
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	30352	31692	+	WP_013330783.1	WP_013330783.1		aminopeptidase P N-terminal domain-containing protein			HELO_RS00135	1341	446	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	31758	32981	+					ubiH		HELO_RS00140	1224		old_locus_tag=HELO_1026
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	31758	32981	+	WP_013330784.1	WP_013330784.1		2-octaprenyl-6-methoxyphenyl hydroxylase	ubiH		HELO_RS00140	1224	407	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	33018	34253	+							HELO_RS00145	1236		old_locus_tag=HELO_1027
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	33018	34253	+	WP_013330785.1	WP_013330785.1		UbiH/UbiF/VisC/COQ6 family ubiquinone biosynthesis hydroxylase			HELO_RS00145	1236	411	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	34266	35549	-							HELO_RS00150	1284		old_locus_tag=HELO_1028
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	34266	35549	-	WP_041601817.1	WP_041601817.1		S41 family peptidase			HELO_RS00150	1284	427	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	35654	36811	-							HELO_RS00155	1158		old_locus_tag=HELO_1029
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	35654	36811	-	WP_232519608.1	WP_232519608.1		peptidoglycan DD-metalloendopeptidase family protein			HELO_RS00155	1158	385	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	36808	38382	-					gpmI		HELO_RS00160	1575		old_locus_tag=HELO_1030
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	36808	38382	-	WP_013330788.1	WP_013330788.1		2,3-bisphosphoglycerate-independent phosphoglycerate mutase	gpmI		HELO_RS00160	1575	524	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	38591	39013	+							HELO_RS00165	423		old_locus_tag=HELO_1031
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	38591	39013	+	WP_013330789.1	WP_013330789.1		rhodanese-like domain-containing protein			HELO_RS00165	423	140	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	39061	39576	+					secB		HELO_RS00170	516		old_locus_tag=HELO_1032
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	39061	39576	+	WP_013330790.1	WP_013330790.1		protein-export chaperone SecB	secB		HELO_RS00170	516	171	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	39603	40349	+							HELO_RS00175	747		old_locus_tag=HELO_1033
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	39603	40349	+	WP_013330791.1	WP_013330791.1		16S rRNA (uracil(1498)-N(3))-methyltransferase			HELO_RS00175	747	248	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	40354	41094	-							HELO_RS00180	741		old_locus_tag=HELO_1034
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	40354	41094	-	WP_013330792.1	WP_013330792.1		FCD domain-containing protein			HELO_RS00180	741	246	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	41348	42322	+							HELO_RS00185	975		old_locus_tag=HELO_1035
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	41348	42322	+	WP_013330793.1	WP_013330793.1		TRAP transporter substrate-binding protein			HELO_RS00185	975	324	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	42391	42945	+							HELO_RS00190	555		old_locus_tag=HELO_1036
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	42391	42945	+	WP_041601818.1	WP_041601818.1		TRAP transporter small permease subunit			HELO_RS00190	555	184	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	42942	44222	+							HELO_RS00195	1281		old_locus_tag=HELO_1037
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	42942	44222	+	WP_013330795.1	WP_013330795.1		TRAP transporter large permease			HELO_RS00195	1281	426	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	44237	45268	+							HELO_RS00200	1032		old_locus_tag=HELO_1038
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	44237	45268	+	WP_013330796.1	WP_013330796.1		4-hydroxythreonine-4-phosphate dehydrogenase PdxA			HELO_RS00200	1032	343	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	45289	46461	+							HELO_RS00205	1173		old_locus_tag=HELO_1039
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	45289	46461	+	WP_013330797.1	WP_013330797.1		L-rhamnonate dehydratase			HELO_RS00205	1173	390	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	46470	47462	+							HELO_RS00210	993		old_locus_tag=HELO_1040
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	46470	47462	+	WP_013330798.1	WP_013330798.1		hypothetical protein			HELO_RS00210	993	330	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	47583	48542	-							HELO_RS00215	960		old_locus_tag=HELO_1041
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	47583	48542	-	WP_013330799.1	WP_013330799.1		LysR family transcriptional regulator			HELO_RS00215	960	319	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	48753	49886	+							HELO_RS00220	1134		old_locus_tag=HELO_1042
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	48753	49886	+	WP_041601819.1	WP_041601819.1		iron-containing alcohol dehydrogenase			HELO_RS00220	1134	377	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	50121	51098	+							HELO_RS00225	978		old_locus_tag=HELO_1043
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	50121	51098	+	WP_013330801.1	WP_013330801.1		tripartite tricarboxylate transporter substrate binding protein			HELO_RS00225	978	325	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	51123	51587	+							HELO_RS00230	465		old_locus_tag=HELO_1044
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	51123	51587	+	WP_013330802.1	WP_013330802.1		tripartite tricarboxylate transporter TctB family protein			HELO_RS00230	465	154	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	51591	53105	+							HELO_RS00235	1515		old_locus_tag=HELO_1045
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	51591	53105	+	WP_013330803.1	WP_013330803.1		tripartite tricarboxylate transporter permease			HELO_RS00235	1515	504	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	53102	54157	+							HELO_RS00240	1056		old_locus_tag=HELO_1046
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	53102	54157	+	WP_013330804.1	WP_013330804.1		Ldh family oxidoreductase			HELO_RS00240	1056	351	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	54183	55079	+							HELO_RS00245	897		old_locus_tag=HELO_1047
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	54183	55079	+	WP_013330805.1	WP_013330805.1		NAD(P)-dependent oxidoreductase			HELO_RS00245	897	298	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	55145	56116	-							HELO_RS00250	972		old_locus_tag=HELO_1048
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	55145	56116	-	WP_041601820.1	WP_041601820.1		GntR family transcriptional regulator			HELO_RS00250	972	323	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	56167	57696	-							HELO_RS00255	1530		old_locus_tag=HELO_1049
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	56167	57696	-	WP_013330807.1	WP_013330807.1		altronate dehydratase family protein			HELO_RS00255	1530	509	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	57999	59303	+							HELO_RS00260	1305		old_locus_tag=HELO_1050
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	57999	59303	+	WP_013330808.1	WP_013330808.1		L-fuconate dehydratase			HELO_RS00260	1305	434	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	59487	60539	+							HELO_RS00265	1053		old_locus_tag=HELO_1051
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	59487	60539	+	WP_013330809.1	WP_013330809.1		TRAP transporter substrate-binding protein			HELO_RS00265	1053	350	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	60601	61086	+							HELO_RS00270	486		old_locus_tag=HELO_1052
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	60601	61086	+	WP_013330810.1	WP_013330810.1		TRAP transporter small permease			HELO_RS00270	486	161	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	61083	62339	+							HELO_RS00275	1257		old_locus_tag=HELO_1053
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	61083	62339	+	WP_013330811.1	WP_013330811.1		TRAP transporter large permease			HELO_RS00275	1257	418	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	62365	63792	+							HELO_RS00280	1428		old_locus_tag=HELO_1054
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	62365	63792	+	WP_013330812.1	WP_013330812.1		FAD-binding oxidoreductase			HELO_RS00280	1428	475	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	63824	64996	+							HELO_RS00285	1173		old_locus_tag=HELO_1055
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	63824	64996	+	WP_013330813.1	WP_013330813.1		fumarylacetoacetate hydrolase family protein			HELO_RS00285	1173	390	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	65048	66625	+							HELO_RS00290	1578		old_locus_tag=HELO_1056
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	65048	66625	+	WP_013330814.1	WP_013330814.1		aldehyde dehydrogenase (NADP(+))			HELO_RS00290	1578	525	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	66788	67471	+							HELO_RS00295	684		old_locus_tag=HELO_1057
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	66788	67471	+	WP_041601821.1	WP_041601821.1		hypothetical protein			HELO_RS00295	684	227	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	67623	68582	+					gshB		HELO_RS00300	960		old_locus_tag=HELO_1058
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	67623	68582	+	WP_013330816.1	WP_013330816.1		glutathione synthase	gshB		HELO_RS00300	960	319	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	68764	69321	+							HELO_RS00305	558		old_locus_tag=HELO_1059
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	68764	69321	+	WP_013330817.1	WP_013330817.1		YqgE/AlgH family protein			HELO_RS00305	558	185	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	69378	69815	+					ruvX		HELO_RS00310	438		old_locus_tag=HELO_1060
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	69378	69815	+	WP_109637274.1	WP_109637274.1		Holliday junction resolvase RuvX	ruvX		HELO_RS00310	438	145	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	69812	70456	-							HELO_RS00315	645		old_locus_tag=HELO_1061
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	69812	70456	-	WP_013330819.1	WP_013330819.1		hypothetical protein			HELO_RS00315	645	214	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	70574	71602	-					pyrB		HELO_RS00320	1029		old_locus_tag=HELO_1062
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	70574	71602	-	WP_013330820.1	WP_013330820.1		aspartate carbamoyltransferase	pyrB		HELO_RS00320	1029	342	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	71646	73097	-							HELO_RS00325	1452		old_locus_tag=HELO_1063
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	71646	73097	-	WP_013330821.1	WP_013330821.1		PLP-dependent aminotransferase family protein			HELO_RS00325	1452	483	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	73265	73432	+							HELO_RS00330	168		
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	73265	73432	+	WP_198410715.1	WP_198410715.1		DUF1127 domain-containing protein			HELO_RS00330	168	55	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	73528	74397	+							HELO_RS00335	870		old_locus_tag=HELO_1064
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	73528	74397	+	WP_013330822.1	WP_013330822.1		PhzF family phenazine biosynthesis protein			HELO_RS00335	870	289	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	74411	75628	-							HELO_RS00340	1218		old_locus_tag=HELO_1065
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	74411	75628	-	WP_013330823.1	WP_013330823.1		multidrug effflux MFS transporter			HELO_RS00340	1218	405	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	75801	76445	-					maiA		HELO_RS00345	645		old_locus_tag=HELO_1066
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	75801	76445	-	WP_013330824.1	WP_013330824.1		maleylacetoacetate isomerase	maiA		HELO_RS00345	645	214	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	76465	77484	-							HELO_RS00350	1020		old_locus_tag=HELO_1067
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	76465	77484	-	WP_013330825.1	WP_013330825.1		fumarylacetoacetate hydrolase family protein			HELO_RS00350	1020	339	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	77540	78847	-					hmgA		HELO_RS00355	1308		old_locus_tag=HELO_1068
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	77540	78847	-	WP_013330826.1	WP_013330826.1		homogentisate 1,2-dioxygenase	hmgA		HELO_RS00355	1308	435	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	78962	79420	+							HELO_RS00360	459		old_locus_tag=HELO_1069
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	78962	79420	+	WP_013330827.1	WP_013330827.1		MarR family winged helix-turn-helix transcriptional regulator			HELO_RS00360	459	152	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	79450	80286	-							HELO_RS00365	837		old_locus_tag=HELO_1070
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	79450	80286	-	WP_013330828.1	WP_013330828.1		helix-turn-helix domain-containing protein			HELO_RS00365	837	278	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	80533	81912	+							HELO_RS00370	1380		old_locus_tag=HELO_1071
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	80533	81912	+	WP_013330829.1	WP_013330829.1		sigma-54 dependent transcriptional regulator			HELO_RS00370	1380	459	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	81914	83923	+							HELO_RS00375	2010		old_locus_tag=HELO_1072
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	81914	83923	+	WP_041601824.1	WP_041601824.1		cache domain-containing protein			HELO_RS00375	2010	669	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	84169	85905	+							HELO_RS00380	1737		old_locus_tag=HELO_1073
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	84169	85905	+	WP_013330831.1	WP_013330831.1		OFA family MFS transporter			HELO_RS00380	1737	578	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	85985	87331	-							HELO_RS00385	1347		old_locus_tag=HELO_1074
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	85985	87331	-	WP_013330832.1	WP_013330832.1		purine permease			HELO_RS00385	1347	448	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	87394	88749	-							HELO_RS00390	1356		old_locus_tag=HELO_1075
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	87394	88749	-	WP_013330833.1	WP_013330833.1		8-oxoguanine deaminase			HELO_RS00390	1356	451	
gene	protein_coding	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	89184	89771	+							HELO_RS00395	588		old_locus_tag=HELO_1076
CDS	with_protein	GCF_000196875.2	Primary Assembly	chromosome		NC_014532.2	89184	89771	+	WP_198410716.1	WP_198410716.1		spore coat U domain-containing protein			HELO_RS00395	588	195	
